OBS AUSTRUS BRITPUS CDNDLUS DTCHGUS FRNFRUS GERMDUS JAPYNUS SWISFUS
5/27/1982 0.951474786 0.558815312 1.2423  2.6 6.124 2.346 242.9 1.999
5/28/1982 0.952108921 0.558347292 1.244 2.603 6.125 2.3475  243.3 1.9975
6/01/1982 0.956022945 0.559440559 1.2491  2.637 6.174 2.3763  244.3 2.025
6/02/1982 0.956388676 0.55819146  1.2455  2.629 6.163 2.369 244.7 2.02
6/03/1982 0.954289531 0.556730876 1.2438  2.615 6.175 2.363 243.2 2.024
6/04/1982 0.9544717 0.557103064 1.2499  2.62  6.17  2.365 243.65  2.029
6/07/1982 0.956388676 0.558659218 1.254 2.6405  6.193 2.382 245.65  2.032
6/08/1982 0.959048624 0.561167228 1.2584  2.6565  6.2425  2.4005  247 2.045
6/09/1982 0.961446015 0.563539025 1.2639  2.672 6.3 2.4145  248.95  2.057
6/10/1982 0.963112781 0.566893424 1.2612  2.666 6.3015  2.413 249.3 2.063
6/11/1982 0.961538462 0.563539025 1.2619  2.65  6.33  2.3945  247.55  2.049
6/14/1982 0.967398665 0.568828214 1.2718  2.6735  6.713 2.422 250.65  2.0715
6/15/1982 0.967773154 0.567794685 1.2751  2.674 6.723 2.4195  251.65  2.077
6/16/1982 0.97059109  0.57208238  1.2827  2.6875  6.745 2.4335  252.85  2.0955
6/17/1982 0.974089227 0.573723465 1.2892  2.699 6.777 2.4455  254.5 2.1155
6/18/1982 0.976753272 0.575208513 1.294 2.7115  6.825 2.4605  255.15  2.126
6/21/1982 0.97933601  0.579038796 1.3002  2.7245  6.8675  2.478 257.15  2.129
6/22/1982 0.977421562 0.575871005 1.2981  2.702 6.8125  2.454 254.5 2.089
6/23/1982 0.978665101 0.578201792 1.299 2.73  6.875 2.477 256 2.1155
6/24/1982 0.977803853 0.577034045 1.2865  2.7345  6.855 2.4735  252.4 2.103
6/25/1982 0.979911808 0.581733566 1.2874  2.7425  6.895 2.487 257.7 2.126
6/28/1982 0.983477577 0.581902822 1.2984  2.7545  6.9145  2.4933  258.95  2.1365
6/29/1982 0.979911808 0.576368876 1.2995  2.727 6.845 2.4625  255.55  2.107
6/30/1982 0.97837785  0.576202823 1.2929  2.72  6.83  2.4595  255 2.0995
7/01/1982 0.980296049 0.576368876 1.286 2.729 6.849 2.4695  255.95  2.1025
7/02/1982 0.980488283 0.577700751 1.2875  2.736 6.8675  2.477 257 2.104
7/06/1982 0.984155103 0.580113702 1.2919  2.7505  6.908 2.4897  257.7 2.1195
7/07/1982 0.987166831 0.584624379 1.2962  2.769 6.963 2.511 259 2.144
7/08/1982 0.967773154 0.584624379 1.29  2.7755  6.9925  2.514 257.85  2.147
7/09/1982 0.984445757 0.579878226 1.2792  2.748 6.9225  2.4935  255.8 2.123
7/12/1982 0.98454268  0.577200577 1.2717  2.73  6.883 2.4775  254.25  2.108
7/13/1982 0.988826263 0.580551524 1.2736  2.7525  6.936 2.497 257.5 2.13
7/14/1982 0.988337616 0.580383053 1.2712  2.752 6.9325  2.4958  256.35  2.131
7/15/1982 0.98804466  0.58088876  1.2665  2.752 6.94  2.4925  255.95  2.123
7/16/1982 0.987751877 0.580046404 1.2637  2.731 6.8875  2.4765  254.05  2.104
7/19/1982 0.98697197  0.576368876 1.2607  2.732 6.8825  2.474 254.65  2.105
7/20/1982 0.988630746 0.575043128 1.257 2.712 6.8225  2.451 253.75  2.085
7/21/1982 0.989217529 0.569476082 1.2537  2.689 6.7675  2.4305  252.05  2.06
7/22/1982 0.990982063 0.572246066 1.2603  2.6865  6.7725  2.4328  251.85  2.0625
7/23/1982 0.996015936 0.566091141 1.2565  2.648 6.678 2.396 249.2 2.021
7/26/1982 0.992063492 0.566893424 1.2636  2.665 6.701 2.409 250.95  2.0285
7/27/1982 0.995619275 0.569411229 1.2623  2.686 6.765 2.4275  252.3 2.0485
7/28/1982 0.999000999 0.573558933 1.2601  2.71  6.815 2.45  254.8 2.074
7/29/1982 1.003009027 0.575373993 1.2617  2.721 6.835 2.46  256.6 2.0955
7/30/1982 1.011122346 0.575373993 1.2556  2.727 6.855 2.466 258.1 2.1
8/02/1982 1.003512293 0.570287995 1.25  2.69  6.78  2.434 256.6 2.066
8/03/1982 1.004722194 0.571918788 1.2528  2.694 6.793 2.442 257.85  2.072
8/04/1982 1.011122346 0.578770691 1.2531  2.7405  6.905 2.486 260.35  2.117
8/05/1982 1.013273888 0.582920431 1.2481  2.7385  6.9175  2.486 259.85  2.1195
8/06/1982 1.015434606 0.583430572 1.2482  2.756 6.95  2.4965  260.1 2.131
8/09/1982 1.020095889 0.588235294 1.2549  2.7695  7 2.5177  262.3 2.1495
8/10/1982 1.020720629 0.58910162  1.2534  2.769 6.996 2.516 263.9 2.1465
8/11/1982 1.022599448 0.588928151 1.2535  2.779 7.021 2.523 263.4 2.1545
8/12/1982 1.026167265 0.588928151 1.2599  2.7745  7.0075  2.518 263.2 2.159
8/13/1982 1.025956705 0.587544066 1.252 2.763 6.98  2.51  262.1 2.145
8/16/1982 1.02891244  0.587371512 1.2515  2.775 7.013 2.52  264.05  2.16
8/17/1982 1.030502885 0.585823081 1.2392  2.76  6.983 2.507 264.05  2.1475
8/18/1982 1.026694045 0.580046404 1.2398  2.729 6.95  2.48  259.2 2.11
8/19/1982 1.030078286 0.580214679 1.242 2.735 6.9625  2.486 258.35  2.115
8/20/1982 1.024905196 0.574217628 1.2355  2.697 6.844 2.453 254.75  2.076
8/23/1982 1.023541453 0.573394495 1.2373  2.6975  6.869 2.455 254.6 2.076
8/24/1982 1.019264091 0.566091141 1.2336  2.658 6.785 2.418 251.5 2.04
8/25/1982 1.018018935 0.568020449 1.2335  2.664 6.845 2.4275  251 2.043
8/26/1982 1.02145046  0.568181818 1.2336  2.676 6.8725  2.4385  253.2 2.07
8/27/1982 1.028806584 0.576036866 1.2398  2.708 6.934 2.471 256.6 2.098
8/30/1982 1.035518277 0.58530875  1.2435  2.745 7.007 2.507 260.95  2.14
8/31/1982 1.037129226 0.581226388 1.2392  2.73  7.012 2.497 261.1 2.127
9/01/1982 1.034661148 0.581226388 1.2374  2.7255  7 2.491 259.1 2.125
9/02/1982 1.031140441 0.576368876 1.2366  2.712 6.743 2.4735  256.2 2.1085
9/03/1982 1.034126163 0.577867668 1.24  2.716 6.985 2.476 257.8 2.103
9/07/1982 1.033805438 0.578770691 1.241 2.7115  6.9975  2.4735  257.45  2.106
9/08/1982 1.037344398 0.581057525 1.2369  2.723 7.0225  2.488 259.5 2.125
9/09/1982 1.036054704 0.578703704 1.233 2.72  7.025 2.481 258.65  2.114
9/10/1982 1.040799334 0.583941606 1.2385  2.745 7.09  2.505 262.65  2.144
9/13/1982 1.046572475 0.586407084 1.2374  2.7565  7.128 2.5185  264 2.148
9/14/1982 1.045150502 0.585651537 1.2359  2.753 7.095 2.513 263.25  2.145
9/15/1982 1.045150502 0.585994726 1.2354  2.755 7.095 2.5145  263.4 2.145
9/16/1982 1.046791584 0.585651537 1.2338  2.75  7.09  2.513 263.4 2.139
9/17/1982 1.043732387 0.583771162 1.234 2.74  7.065 2.501 263.2 2.132
9/20/1982 1.045369015 0.584624379 1.2321  2.744 7.0775  2.503 264.5 2.14
9/21/1982 1.046682018 0.584795322 1.2286  2.7455  7.0725  2.5045  265.1 2.145
9/22/1982 1.045150502 0.58088876  1.2285  2.738 7.06  2.4968  262.65  2.138
9/23/1982 1.045696957 0.584624379 1.2278  2.7515  7.099 2.509 264.95  2.1515
9/24/1982 1.048218029 0.58530875  1.2324  2.7525  7.0925  2.5135  266.25  2.166
9/27/1982 1.051524711 0.589692181 1.2348  2.7805  7.18  2.5405  269.8 2.1805
9/28/1982 1.053518753 0.591540964 1.2364  2.783 7.173 2.543 270 2.1815
9/29/1982 1.053185887 0.58979652  1.2337  2.766 7.135 2.5278  268.85  2.1695
9/30/1982 1.053185887 0.590144585 1.2363  2.7645  7.138 2.529 268.3 2.171
10/01/1982  1.054185115 0.588928151 1.2353  2.762 7.1375  2.5255  268.9 2.174
10/04/1982  1.057305984 0.59407117  1.2382  2.789 7.208 2.554 273.5 2.2025
10/05/1982  1.060108131 0.592943967 1.2403  2.7885  7.204 2.552 273.8 2.1985
10/06/1982  1.060108131 0.59084195  1.2386  2.781 7.199 2.5445  273.95  2.188
10/07/1982  1.055966209 0.58702671  1.235 2.758 7.142 2.5225  270.1 2.156
10/08/1982  1.050972149 0.586682312 1.2328  2.7575  7.165 2.527 267.7 2.154
10/12/1982  1.049538203 0.580046404 1.225 2.721 7.047 2.489 262.6 2.1175
10/13/1982  1.052631579 0.58530875  1.2289  2.742 7.1 2.5105  266.65  2.1415
10/14/1982  1.054185115 0.586166471 1.2288  2.748 7.1325  2.5172  268.5 2.155
10/15/1982  1.057977148 0.58685446  1.23  2.745 7.1175  2.517 269.7 2.1515
10/18/1982  1.057865228 0.585480094 1.228 2.743 7.103 2.5145  268.55  2.1495
10/19/1982  1.05764146  0.585823081 1.2248  2.744 7.0975  2.516 268.3 2.158
10/20/1982  1.061458444 0.589171036 1.2279  2.754 7.126 2.5253  270.4 2.1705
10/21/1982  1.062699256 0.589726956 1.2262  2.7585  7.145 2.5295  273 2.175
10/22/1982  1.063603489 0.588928151 1.2262  2.7545  7.1575  2.5285  273.45  2.177
10/25/1982  1.066666667 0.595060994 1.2274  2.776 7.201 2.5545  276.55  2.198
10/26/1982  1.068376068 0.59311981  1.2272  2.767 7.186 2.548 276.05  2.195
10/27/1982  1.068147832 0.59354226  1.2282  2.765 7.177 2.543 276.05  2.192
10/28/1982  1.070205479 0.595947557 1.2272  2.781 7.229 2.561 277.45  2.212
10/29/1982  1.068604403 0.596302922 1.2261  2.7805  7.24  2.56  277.1 2.2075
11/01/1982  1.068604403 0.59435364  1.2245  2.773 7.1975  2.5525  276.9 2.191
11/03/1982  1.069289991 0.595415302 1.2219  2.78  7.205 2.5575  276.52  2.2
11/04/1982  1.071466838 0.600060006 1.2229  2.802 7.269 2.576 277.65  2.222
11/05/1982  1.070434596 0.601503759 1.223 2.804 7.27  2.579 275.8 2.218
11/08/1982  1.070663812 0.605877007 1.2226  2.8215  7.33  2.596 276 2.2405
11/09/1982  1.067691651 0.602300789 1.2194  2.8085  7.3 2.5815  271.15  2.2105
11/10/1982  1.062134891 0.601503759 1.221 2.806 7.276 2.5768  268.1 2.217
11/12/1982  1.064509261 0.60540017  1.2234  2.818 7.311 2.591 268.5 2.224
11/15/1982  1.064735945 0.612932884 1.2249  2.81  7.308 2.5865  267.35  2.22
11/16/1982  1.06179656  0.61709349  1.2258  2.796 7.272 2.5718  263.7 2.1925
11/17/1982  1.062247716 0.624414611 1.2259  2.7915  7.2735  2.5735  263.3 2.2035
11/18/1982  1.062360565 0.623830318 1.2251  2.795 7.2575  2.5685  262.7 2.1985
11/19/1982  1.057753332 0.617474529 1.2211  2.777 7.1975  2.543 257.85  2.1815
11/22/1982  1.054407423 0.627352572 1.2253  2.7815  7.193 2.5455  254.65  2.192
11/23/1982  1.056524036 0.626095667 1.2263  2.7895  7.2075  2.5492  257.05  2.191
11/24/1982  1.051967179 0.62676277  1.2286  2.768 7.138 2.527 250.7 2.1655
11/26/1982  1.048437828 0.627943485 1.2382  2.7575  7.085 2.5065  250.2 2.151
11/29/1982  1.046572475 0.622587474 1.2398  2.736 7.026 2.4845  250.35  2.133
11/30/1982  1.043950308 0.612745098 1.2373  2.7215  6.973 2.465 249.2 2.1175
12/01/1982  1.042752868 0.61406202  1.2393  2.717 6.97  2.4665  248.6 2.111
12/02/1982  1.039825309 0.611060189 1.2407  2.696 6.921 2.448 248.1 2.0975
12/03/1982  1.038853106 0.609384522 1.2359  2.677 6.8825  2.426 246.6 2.076
12/06/1982  1.036376827 0.617283951 1.2411  2.677 6.87  2.4285  245.1 2.0695
12/07/1982  1.036806636 0.612745098 1.2447  2.673 6.875 2.425 242.75  2.059
12/08/1982  1.036162056 0.61462815  1.241 2.674 6.9025  2.4335  242.15  2.066
12/09/1982  1.039284972 0.620347395 1.2387  2.7 6.965 2.459 245.7 2.0935
12/10/1982  1.038098204 0.621118012 1.235 2.703 6.95  2.4525  244.25  2.083
12/13/1982  1.042535446 0.622277536 1.2371  2.73  7.015 2.478 247.3 2.119
12/14/1982  1.040474456 0.618620476 1.2366  2.684 6.9175  2.439 244.3 2.08
12/15/1982  1.039068994 0.619578686 1.2381  2.702 6.956 2.451 244.95  2.092
12/16/1982  1.03626943  0.617283951 1.2396  2.666 6.853 2.4165  243.3 2.055
12/17/1982  1.036484245 0.625 1.237 2.672 6.865 2.4205  244.15  2.049
12/20/1982  1.033912324 0.620925179 1.2361  2.67  6.84  2.4175  244.45  2.036
12/21/1982  1.031140441 0.623247117 1.2374  2.6665  6.815 2.407 242.1 2.021
12/22/1982  1.029018317 0.622277536 1.2376  2.658 6.8175  2.405 240.5 2.019
12/23/1982  1.029124215 0.626959248 1.2388  2.652 6.805 2.3955  238.1 2.01
12/24/1982  1.026694045 0.625 1.2408  2.64  6.78  2.39  238.1 2.001
12/27/1982  1.025956705 0.62305296  1.243 2.633 6.7475  2.3815  237.5 2.001
12/28/1982  1.019887812 0.617665225 1.242 2.63  6.71  2.3705  234.65  1.999
12/29/1982  1.01822625  0.61462815  1.2395  2.626 6.725 2.373 232.8 1.995
12/30/1982  1.019367992 0.618620476 1.2356  2.635 6.7375  2.382 234.5 2.0125
12/31/1982  1.020408163 0.618046972 1.2297  2.625 6.74  2.378 234.7 2.0075
1/03/1983 1.016260163 0.615953188 1.23  2.6235  6.726 2.374 232 1.994
1/04/1983 1.01502233  0.616903146 1.2298  2.614 6.6925  2.3655  229.8 1.989
1/05/1983 1.012658228 0.616903146 1.2297  2.5975  6.661 2.349 229.1 1.9575
1/06/1983 1.013581999 0.622471211 1.2313  2.599 6.6606  2.3495  229.8 1.96
1/07/1983 1.012555691 0.621118012 1.2267  2.582 6.635 2.3383  229.1 1.936
1/10/1983 1.01061142  0.629128657 1.2253  2.577 6.606 2.3315  226.75  1.9175
1/11/1983 1.01061142  0.631313131 1.2231  2.5865  6.643 2.3445  228.8 1.936
1/12/1983 1.011122346 0.634920635 1.223 2.605 6.698 2.3605  230.55  1.946
1/13/1983 1.009591116 0.633713561 1.2194  2.5835  6.644 2.342 229.1 1.916
1/14/1983 1.011531459 0.632511069 1.2224  2.593 6.675 2.355 230.5 1.934
1/17/1983 1.010815728 0.629326621 1.2223  2.602 6.684 2.3583  229.6 1.9335
1/18/1983 1.015640869 0.634517766 1.2265  2.633 6.7805  2.393 232.15  1.964
1/19/1983 1.019367992 0.635324015 1.2252  2.645 6.846 2.414 234.95  1.976
1/20/1983 1.020616452 0.636132316 1.225 2.654 6.867 2.4225  235.3 1.978
1/21/1983 1.021972407 0.637958533 1.2283  2.68  6.92  2.442 236.35  1.991
1/24/1983 1.027432446 0.64913989  1.2322  2.698 6.978 2.4645  240.2 2.025
1/25/1983 1.02145046  0.649857031 1.236 2.6595  6.862 2.4215  235.85  1.9905
1/26/1983 1.025641026 0.645994832 1.2373  2.668 6.873 2.426 235.35  1.9875
1/27/1983 1.025641026 0.650829808 1.2356  2.669 6.875 2.4265  235.85  1.988
1/28/1983 1.027538019 0.650956907 1.236 2.673 6.9025  2.432 236.4 1.991
1/31/1983 1.033378113 0.657808183 1.2367  2.708 6.994 2.465 239.85  2.015
2/01/1983 1.033271337 0.656383328 1.2353  2.702 6.984 2.464 239.4 2.0155
2/02/1983 1.037882719 0.660720185 1.2384  2.735 7.07  2.4945  242.2 2.0485
2/03/1983 1.035732781 0.655952771 1.2334  2.7085  6.995 2.466 238.85  2.0185
2/04/1983 1.037344398 0.655952771 1.2285  2.718 7.021 2.476 240.3 2.036
2/07/1983 1.034661148 0.651890482 1.2248  2.695 6.948 2.4505  237.45  2.019
2/08/1983 1.031991744 0.650829808 1.2247  2.6925  6.932 2.443 237.45  2.0185
2/09/1983 1.030715316 0.648929267 1.226 2.6815  6.897 2.431 236.6 2.021
2/10/1983 1.030715316 0.645577792 1.2272  2.665 6.834 2.4105  235.1 2.012
2/11/1983 1.030290542 0.64913989  1.2252  2.657 6.8215  2.406 234.7 2.006
2/14/1983 1.031246777 0.64998375  1.2245  2.6645  6.837 2.413 234.8 2.0065
2/15/1983 1.031034127 0.648929267 1.2241  2.66  6.835 2.41  234.1 1.9995
2/16/1983 1.029866117 0.644745326 1.2235  2.64  6.77  2.388 232.6 1.9785
2/17/1983 1.032098256 0.647878199 1.2246  2.651 6.797 2.397 233.2 1.9915
2/18/1983 1.032737788 0.647878199 1.2247  2.651 6.801 2.3972  233.6 1.997
2/22/1983 1.037344398 0.657246139 1.2259  2.6635  6.837 2.4095  233.8 2.019
2/23/1983 1.039392994 0.652315721 1.2301  2.6705  6.866 2.418 235.05  2.036
2/24/1983 1.040041602 0.654664484 1.2282  2.664 6.83  2.4085  234.2 2.0245
2/25/1983 1.040582726 0.654878847 1.2282  2.67  6.85  2.4145  235.05  2.032
2/28/1983 1.047668937 0.661594443 1.229 2.692 6.9 2.434 237.85  2.0625
3/01/1983 1.053185887 0.664672649 1.2279  2.7 6.928 2.4425  239 2.0675
3/02/1983 1.052410019 0.664451827 1.2254  2.6885  6.895 2.4315  237.3 2.0545
3/03/1983 1.05374078  0.661157025 1.2228  2.683 6.877 2.425 236.4 2.0545
3/04/1983 1.056524036 0.661813369 1.2232  2.654 6.815 2.4025  235.8 2.043
3/07/1983 1.054296257 0.6592827 1.2229  2.644 6.7875  2.3885  235.7 2.045
3/08/1983 1.171646163 0.666888963 1.2246  2.667 6.835 2.406 238.7 2.0625
3/09/1983 1.17260788  0.665557404 1.2276  2.6665  6.8775  2.4065  237.7 2.062
3/10/1983 1.16509379  0.661506913 1.2254  2.65  6.98  2.3937  237.05  2.052
3/11/1983 1.165501166 0.665468823 1.2265  2.653 6.92  2.399 238.45  2.072
3/14/1983 1.14246544  0.662690524 1.2272  2.643 6.73  2.384 237.5 2.0635
3/15/1983 1.143379831 0.660501982 1.2243  2.653 6.75  2.388 237.25  2.052
3/16/1983 1.14416476  0.662251656 1.2223  2.641 6.835 2.381 237.25  2.05
3/17/1983 1.145475372 0.665646009 1.2231  2.657 6.91  2.3875  239.1 2.061
3/18/1983 1.152073733 0.672268908 1.2258  2.656 6.92  2.396 240.3 2.067
3/21/1983 1.153402537 0.680040802 1.2241  2.689 7.246 2.417 240.85  2.08
3/22/1983 1.153269519 0.678886626 1.2243  2.698 7.25  2.418 239.4 2.078
3/23/1983 1.153402537 0.685871056 1.2276  2.7155  7.2675  2.4245  238.8 2.087
3/24/1983 1.150747986 0.684088111 1.2271  2.719 7.259 2.4218  237.25  2.071
3/25/1983 1.152870648 0.684931507 1.2272  2.7115  7.246 2.417 237.1 2.065
3/28/1983 1.155668554 0.687521485 1.2313  2.736 7.297 2.434 240.1 2.0855
3/29/1983 1.155802127 0.687616035 1.2305  2.7365  7.286 2.431 240.05  2.0815
3/30/1983 1.155001155 0.68189567  1.2306  2.7265  7.2775  2.4275  239.8 2.084
3/31/1983 1.157139551 0.674536256 1.2341  2.731 7.281 2.431 239 2.0855
4/01/1983 1.156737999 0.676589986 1.2367  2.73  7.28  2.427 239.6 2.0875
4/04/1983 1.155802127 0.671817266 1.2379  2.725 7.25  2.4185  239 2.072
4/05/1983 1.154734411 0.663878377 1.2362  2.726 7.25  2.418 237.65  2.0515
4/06/1983 1.153668666 0.659195781 1.2346  2.719 7.233 2.4125  237.05  2.045
4/07/1983 1.15446779  0.665114732 1.236 2.722 7.245 2.4165  237.9 2.05
4/08/1983 1.155401502 0.664451827 1.2352  2.7335  7.278 2.427 239.3 2.058
4/11/1983 1.152737752 0.655179192 1.233 2.729 7.265 2.4225  237.95  2.051
4/12/1983 1.152604887 0.648298217 1.2318  2.7325  7.27  2.4247  238.05  2.0445
4/13/1983 1.153668666 0.650829808 1.2343  2.7505  7.318 2.4415  238.5 2.056
4/14/1983 1.152073733 0.649266329 1.2333  2.751 7.321 2.4425  238.25  2.049
4/15/1983 1.150747986 0.645661157 1.233 2.745 7.305 2.437 237.6 2.04
4/18/1983 1.150615579 0.64061499  1.2368  2.771 7.37  2.459 237.8 2.0605
4/19/1983 1.150218542 0.645369474 1.2376  2.7585  7.3425  2.4495  237.05  2.064
4/20/1983 1.151675688 0.648508431 1.2344  2.772 7.3805  2.4612  237.38  2.073
4/21/1983 1.150350857 0.646203554 1.2293  2.765 7.36  2.4555  236.4 2.0635
4/22/1983 1.151012891 0.64808814  1.227 2.7568  7.3385  2.4472  236.85  2.061
4/25/1983 1.149425287 0.637755102 1.2258  2.755 7.331 2.4449  236.25  2.0555
4/26/1983 1.151808339 0.636942675 1.228 2.7645  7.348 2.4507  237.35  2.057
4/27/1983 1.150483203 0.637755102 1.2276  2.7615  7.3425  2.4485  236.25  2.0525
4/28/1983 1.152604887 0.641354541 1.2271  2.776 7.3875  2.464 238.2 2.068
4/29/1983 1.153269519 0.642137032 1.2262  2.776 7.396 2.4665  238.3 2.073
5/02/1983 1.152073733 0.636658815 1.2239  2.7625  7.383 2.4615  237.6 2.0685
5/03/1983 1.151410478 0.633633253 1.226 2.7635  7.405 2.458 237.65  2.0678
5/04/1983 1.147973826 0.633432571 1.2256  2.751 7.384 2.447 236.25  2.057
5/05/1983 1.147446931 0.633713561 1.2243  2.7515  7.364 2.4435  235.2 2.0535
5/06/1983 1.147842057 0.633312223 1.227 2.746 7.36  2.4415  234.7 2.053
5/09/1983 1.145737855 0.637755102 1.2265  2.744 7.343 2.4352  232.65  2.039
5/10/1983 1.145737855 0.639181847 1.2268  2.7478  7.362 2.4435  232.5 2.042
5/11/1983 1.138692781 0.637755102 1.2257  2.742 7.33  2.437 230.9 2.024
5/12/1983 1.133658315 0.637714431 1.2265  2.745 7.339 2.4405  231.5 2.0225
5/13/1983 1.129943503 0.638365784 1.2271  2.751 7.36  2.443 231.3 2.023
5/16/1983 1.128795575 0.64082025  1.2288  2.7705  7.413 2.462 233.3 2.043
5/17/1983 1.131861913 0.643500644 1.231 2.766 7.403 2.4617  233.4 2.048
5/18/1983 1.131861913 0.641642605 1.2311  2.7705  7.409 2.4645  232.75  2.023
5/19/1983 1.13430127  0.643997939 1.233 2.783 7.443 2.4785  234.4 2.0695
5/20/1983 1.133658315 0.642590927 1.2335  2.7845  7.436 2.4775  234.1 2.0785
5/23/1983 1.134558657 0.642590927 1.2344  2.7945  7.455 2.485 235.4 2.0785
5/24/1983 1.134429949 0.637877145 1.2351  2.802 7.483 2.494 236.6 2.0825
5/25/1983 1.133786848 0.630755645 1.2325  2.799 7.471 2.4897  236.3 2.073
5/26/1983 1.133144476 0.624219725 1.233 2.8075  7.483 2.4947  236.55  2.0745
5/27/1983 1.132502831 0.624297665 1.2306  2.8275  7.5425  2.5145  237.97  2.085
5/31/1983 1.134944955 0.624804749 1.23  2.839 7.573 2.5245  238.85  2.096
6/01/1983 1.136105431 0.628930818 1.231 2.8615  7.669 2.548 239.85  2.109
6/02/1983 1.133786848 0.632271118 1.2296  2.8535  7.6425  2.5405  238.35  2.104
6/03/1983 1.135589371 0.638977636 1.2323  2.8545  7.652 2.543 239 2.1085
6/06/1983 1.136363636 0.634517766 1.2344  2.88  7.657 2.565 240.5 2.1205
6/07/1983 1.137656428 0.636132316 1.2354  2.88  7.716 2.5685  240.35  2.13
6/08/1983 1.138952164 0.637104995 1.2357  2.88  7.725 2.5677  241.38  2.1315
6/09/1983 1.141291942 0.63339245  1.2343  2.8775  7.715 2.565 242.7 2.129
6/10/1983 1.14064104  0.636739892 1.2339  2.8665  7.695 2.556 242.18  2.127
6/13/1983 1.139731023 0.644246875 1.235 2.862 7.685 2.5535  242.55  2.127
6/14/1983 1.143772161 0.65681445  1.2364  2.872 7.716 2.565 243.05  2.135
6/15/1983 1.143249114 0.657030223 1.2375  2.873 7.716 2.5675  242.45  2.1375
6/16/1983 1.141552511 0.654878847 1.235 2.8545  7.674 2.5555  240.55  2.1245
6/17/1983 1.14246544  0.656598818 1.232 2.856 7.7025  2.5585  239.9 2.1185
6/20/1983 1.141813199 0.652741514 1.2311  2.8465  7.654 2.5455  239.25  2.105
6/21/1983 1.141422212 0.655307995 1.2293  2.8515  7.668 2.5495  239.6 2.1105
6/22/1983 1.139341461 0.653381248 1.2277  2.8215  7.5825  2.5217  237.4 2.0815
6/23/1983 1.138563133 0.648929267 1.232 2.8222  7.595 2.524 237.5 2.0845
6/24/1983 1.138044839 0.647039793 1.2325  2.825 7.596 2.526 237.3 2.0865
6/27/1983 1.142595978 0.650406504 1.2304  2.839 7.6095  2.5325  239.4 2.096
6/28/1983 1.141813199 0.652528548 1.2295  2.85  7.63  2.54  238.8 2.0965
6/29/1983 1.142857143 0.654578779 1.2287  2.8515  7.642 2.544 239.35  2.106
6/30/1983 1.14246544  0.652315721 1.2276  2.8465  7.625 2.541 239.28  2.1025
7/01/1983 1.141291942 0.653167864 1.227 2.8455  7.635 2.5413  239.15  2.106
7/05/1983 1.144557628 0.654236179 1.2308  2.8765  7.709 2.5685  240.7 2.129
7/06/1983 1.144819691 0.649561546 1.2309  2.8765  7.711 2.5676  239.5 2.125
7/07/1983 1.146394589 0.64977258  1.2317  2.883 7.736 2.577 240.85  2.1315
7/08/1983 1.145081873 0.64871878  1.2313  2.8845  7.744 2.578 241.35  2.129
7/11/1983 1.145475372 0.651890482 1.2316  2.894 7.77  2.5857  241.65  2.13
7/12/1983 1.146131805 0.65295462  1.2319  2.896 7.786 2.5882  240.65  2.117
7/13/1983 1.147052076 0.65368022  1.2327  2.8875  7.773 2.5848  239.8 2.1125
7/14/1983 1.146131805 0.654450262 1.2327  2.881 7.75  2.5782  240.1 2.115
7/15/1983 1.148765078 0.659413122 1.2341  2.9055  7.8175  2.5985  241.25  2.1285
7/18/1983 1.148105626 0.65802461  1.2328  2.9045  7.806 2.5968  240.8 2.122
7/19/1983 1.145081873 0.658804928 1.233 2.9 7.793 2.592 240.8 2.1185
7/20/1983 1.142857143 0.656167979 1.2327  2.8815  7.747 2.577 239.3 2.0995
7/21/1983 1.13662196  0.655737705 1.2334  2.8915  7.764 2.582 239.6 2.0975
7/22/1983 1.137268282 0.657678395 1.2343  2.9 7.789 2.592 240.25  2.107
7/25/1983 1.135976372 0.657246139 1.2339  2.9165  7.831 2.607 240.55  2.115
7/26/1983 1.137656428 0.655737705 1.2328  2.919 7.849 2.6108  240.6 2.112
7/27/1983 1.136234519 0.654664484 1.2332  2.935 7.888 2.6245  240.87  2.115
7/28/1983 1.13481616  0.655608733 1.232 2.934 7.8985  2.6293  240.8 2.123
7/29/1983 1.136234519 0.657894737 1.234 2.9585  7.96  2.6485  241.75  2.1345
8/01/1983 1.137656428 0.662690524 1.2344  2.994 8.055 2.679 243.7 2.155
8/02/1983 1.139211666 0.663481953 1.2355  2.9715  8 2.661 243.15  2.141
8/03/1983 1.141161703 0.664098818 1.2334  2.9738  8.006 2.6613  243.25  2.154
8/04/1983 1.141813199 0.672268908 1.2338  2.987 8.0325  2.67  243.6 2.1605
8/05/1983 1.143379831 0.673400673 1.2362  3 8.0775  2.682 243.9 2.1705
8/08/1983 1.143510577 0.670690812 1.2363  3.0125  8.113 2.6956  244.25  2.1785
8/09/1983 1.141291942 0.669344043 1.2353  3.006 8.093 2.6895  243.98  2.1775
8/10/1983 1.144426642 0.675219446 1.2369  3.047 8.198 2.7248  245.8 2.1955
8/11/1983 1.147315282 0.676041103 1.2375  3.057 8.227 2.7348  246.35  2.192
8/12/1983 1.147446931 0.674991563 1.2372  3.0475  8.19  2.724 247.05  2.1845
8/15/1983 1.143902997 0.67001675  1.2358  3.034 8.153 2.711 246.9 2.1685
8/16/1983 1.135589371 0.663349917 1.2333  2.9835  8.0085  2.662 243.15  2.1415
